step,action9,z1_action9,target_gripper,actual_gripper,gripper_error_rad,ik_source,last_error
584,-1.0869139432907104,-1.0869140625,-1.086914,-1.104396,0.01748192310333252,local,
585,-1.0800780057907104,-1.080078125,-1.080078,-1.102183,0.022104859352111816,local,
586,-1.0625,-1.0625,-1.0625,-1.098065,0.03556501865386963,local,
587,-1.066406011581421,-1.06640625,-1.066406,-1.098065,0.03165876865386963,local,
588,-1.066406011581421,-1.06640625,-1.066406,-1.097038,0.03063178062438965,local,
589,-1.051758050918579,-1.0517578125,-1.051758,-1.097038,0.04528021812438965,local,
590,-1.0498050451278687,-1.0498046875,-1.049805,-1.093593,0.04378831386566162,local,
591,-1.0478520393371582,-1.0478515625,-1.047852,-1.093593,0.04574143886566162,local,
592,-1.3251949548721313,-1.3251953125,-1.325195,-1.09066,-0.2345353364944458,local,
593,-1.3349610567092896,-1.3349609375,-1.334961,-1.09066,-0.2443009614944458,local,
594,-1.333008050918579,-1.3330078125,-1.333008,-1.083256,-0.24975180625915527,local,
595,-1.3300780057907104,-1.330078125,-1.330078,-1.078046,-0.25203216075897217,local,
596,-1.3339840173721313,-1.333984375,-1.333984,-1.078046,-0.25593841075897217,local,
597,-1.3310550451278687,-1.3310546875,-1.331055,-1.077297,-0.2537577152252197,local,
598,-1.5058590173721313,-1.505859375,-1.505859,-1.077297,-0.4285624027252197,local,
599,-1.510741949081421,-1.5107421875,-1.510742,-1.07702,-0.4337221384048462,local,trajectory_extended:0.1846s
600,-1.5058590173721313,-1.505859375,-1.505859,-1.075657,-0.4302023649215698,local,
601,-1.5058590173721313,-1.505859375,-1.505859,-1.074152,-0.43170738220214844,hold:local,
602,-1.5078120231628418,-1.5078125,-1.507812,-1.070742,-0.43707048892974854,local,trajectory_extended:0.2256s
603,-1.503906011581421,-1.50390625,-1.503906,-1.066524,-0.43738222122192383,local,
604,-1.535156011581421,-1.53515625,-1.535156,-1.063869,-0.47128725051879883,local,
605,-1.5390620231628418,-1.5390625,-1.539062,-1.05873,-0.48033249378204346,local,
606,-1.536133050918579,-1.5361328125,-1.536133,-1.052736,-0.4833967685699463,local,trajectory_extended:0.1336s
607,-1.5341800451278687,-1.5341796875,-1.53418,-1.052736,-0.4814436435699463,local,trajectory_extended:0.3611s
608,-1.5332030057907104,-1.533203125,-1.533203,-1.052293,-0.48091018199920654,local,
609,-1.5332030057907104,-1.533203125,-1.533203,-1.048901,-0.4843021631240845,hold:local,
610,-1.5703120231628418,-1.5703125,-1.570312,-1.046653,-0.5236594676971436,hold:local,
611,-1.5703120231628418,-1.5703125,-1.570312,-1.041838,-0.5284744501113892,local,
612,-1.5703120231628418,-1.5703125,-1.570312,-1.039508,-0.5308045148849487,soft,soft_ik:p=0.0005;r=5.8;n=9;trajectory_extended:0.3834s
613,-1.5693360567092896,-1.5693359375,-1.569336,-1.039231,-0.5301049947738647,soft,
614,-1.5703120231628418,-1.5703125,-1.570312,-1.037685,-0.5326274633407593,hold:soft,
615,-1.5703120231628418,-1.5703125,-1.570312,-1.037685,-0.5326274633407593,soft,
